Lwin,E,Lcontrol,F,Tab,Down,
Tab,Lcontrol,F,E,X,Lshift,Oem_Minus,Lshift,1,Tab,Tab,Space,
Lcontrol,G,C,O,N,T,A,C,T,Lshift,1,Lshift,Lshift,A,Lshift,1,
Lcontrol,F,Lcontrol,V,
Escape,Left,Lcontrol,C,Lcontrol,F,Lcontrol,V,Lcontrol,Lcontrol,A,Lcontrol,C,Escape,
